Distancia (km),Quantidade transportada (ton),Custo combustivel (R$/L),"Tipo transporte (Caminhao = 1, Ferrovia = 0)",Funcionarios envolvidos,"Regiao (1 = Sul, 2 = Sudeste, 3 = Norte)",Custo logistico (R$)
1433,568,4.344337377105298,1,14,3,97140.38409263507
610,94,5.701023303954133,0,16,1,20627.054476132405
376,288,5.755694622033128,1,10,2,41260.603758357385
1842,993,5.098857224577032,0,17,2,114270.26531725854
1809,204,5.312358072445374,1,8,3,75400.53080156329
1214,230,4.764474640028983,1,17,2,68146.53977164267
1039,264,4.563583295018532,0,21,3,62486.7570204074
264,137,5.44396629390329,1,5,1,36114.9068549002
484,305,5.723750298031616,1,9,2,46643.09351721873
1964,560,5.308155105911495,1,21,1,107746.05270035002
1001,122,5.023181221293099,0,22,3,38259.93995830267
772,980,4.317849533688343,0,11,1,78810.68904807883
1391,228,4.1069174252096365,1,20,2,69660.08702833082
81,261,4.891383580493493,1,12,1,30378.51629311606
719,854,4.098699127394843,0,16,2,72438.49970134077
334,283,5.13866926381445,0,18,2,34477.49394192843
1378,514,4.7654583826355426,1,23,2,78462.28178574907
478,800,5.514378239363939,0,15,2,57694.90283056573
1550,272,4.611296993672367,0,16,2,66724.34196188101
335,680,5.185965401934864,1,17,3,55449.67709916497
1217,874,5.075367043510201,0,12,1,86633.93053616876
1497,313,4.009424851044482,0,5,3,73228.3036502375
1092,256,4.1447787965286205,0,13,1,57893.10352953344
67,656,4.5807364249720415,1,6,1,50182.46636420726
818,934,5.76447016204153,0,18,1,87354.1601242706
639,783,4.294029909799557,1,17,3,77991.79628280096
1444,415,5.4217886609210835,0,20,2,66496.9528878949
1248,325,5.9467331323045745,0,6,2,60983.597260870505
1059,429,5.581135105382311,1,8,3,71782.20319281543
243,792,4.485890723374088,1,16,2,67313.73354505582
551,358,5.816730520826163,1,20,1,52691.495352538666
1037,680,4.18621431301678,1,14,2,83599.47921909616
1186,317,4.9362838837414715,0,7,2,63432.6927388971
163,994,5.7750838154528275,1,8,2,70127.75054926275
1295,834,5.28253141851374,1,10,1,98884.88831119212
1751,113,4.827289129455398,1,9,2,76897.97716074901
996,859,4.5856257334743376,0,22,2,81892.54011996368
880,399,4.7501988106367,0,7,2,53096.57534379133
1717,974,5.017883562018572,1,14,3,113762.53906188803
1970,964,4.638087859745615,1,15,3,125849.48075187618
1337,543,5.9379357241646,1,23,2,85579.99853692016
974,572,5.86615530613229,1,18,3,74939.4542032852
104,147,5.741342936428642,0,15,3,14051.2464107469
1944,995,4.843659671045307,1,8,1,120509.20629603506
1716,120,5.382603538670458,0,10,3,64804.17507075162
849,413,5.8056586140719295,1,21,3,60421.26796243144
827,619,5.700858975357856,1,23,2,68203.63856505784
1531,851,4.8286540280404155,0,17,1,84134.6186511353
1951,812,4.224772098644522,1,14,1,116117.75191022515
211,325,4.151260727669099,1,15,1,43045.81438926427
1453,99,5.1541280904514055,1,10,3,68197.57527513546
136,407,5.285255870421864,1,6,2,39651.054717578845
104,777,5.699685209194048,0,5,1,40369.798283815755
1549,955,4.585030040682062,1,15,1,98988.11968416009
1873,977,4.334940981100085,1,20,3,125042.60322228936
1251,613,4.758011666356399,0,7,1,76337.34805390597
1464,832,4.707150247264551,1,9,2,98611.53275409392
1422,534,4.2649379080357095,0,19,1,80669.51752847937
1081,133,5.344565305026304,1,19,2,54207.84216001102
882,948,5.017383881458752,1,8,2,96593.68335499776
362,854,5.442245512229532,1,8,2,67177.14298738232
808,687,4.705382240339469,0,12,3,54828.030906605294
1908,857,4.651404423155404,0,11,3,112647.48074201081
492,633,4.945151706087711,1,21,2,60368.342953566345
1840,345,5.754814690790294,0,19,2,73515.08739164757
377,285,4.0805626134679605,1,9,1,42908.246382370686
1127,105,5.609665634592944,0,17,1,41117.98261576096
810,968,4.7379752253155125,1,8,1,80804.48808724593
1312,409,5.709238051576955,0,21,3,77321.66500405845
1302,956,5.604406017671713,1,21,1,102738.46286955346
628,159,4.697522494792176,0,18,2,27763.29912638641
1124,241,5.387753070643232,0,18,2,51948.23676678419
1682,953,4.31926551354688,0,21,3,119032.44819990749
1677,142,5.792563104327576,0,12,3,68068.08426056165
1056,911,4.808982128903819,1,6,1,89025.26365922602
1337,617,4.9112512307104,1,17,3,93622.50859404095
1491,109,5.41151810207397,0,20,2,56614.064805090995
1876,699,5.641680473409702,1,20,2,107503.80273513708
145,88,4.472685486656419,0,10,3,14704.500080098329
1161,589,5.322700279753991,1,8,2,86011.09492254218
1151,98,4.783996087778297,0,7,3,49495.770079958624
1361,469,4.737405848007922,1,10,2,88759.9221196628
1193,686,5.380051647881309,1,8,1,87114.45241873148
863,62,4.7743665483118685,0,22,3,47215.185175154904
540,85,4.6922170003288155,0,10,3,33046.541685715376
1985,150,5.671776816252485,0,9,3,75486.14689777364
501,843,4.2025522476620125,0,13,2,63904.39806616422
1573,135,5.351785245660421,0,15,1,69255.253208699
214,565,4.497450787581249,1,10,3,60437.81165131639
231,272,4.03099648365238,0,20,2,36279.28741782265
518,387,4.333528537745384,1,23,3,50319.51322853847
959,215,5.213323059551735,0,15,2,38250.81719613685
784,432,5.418254382971875,1,19,1,57513.293912401794
872,905,4.04211556711264,1,13,2,89558.46994759567
993,944,4.07285088660344,0,23,2,82098.61333571609
56,425,5.805084229685907,0,23,3,34269.58475135929
379,520,4.14661163622744,1,13,2,52487.25427443139
824,839,5.7883643172331425,1,8,3,77540.68623950242
1746,691,4.456331827501812,0,14,2,96702.64518354148
200,80,5.480035600316426,1,13,1,26194.354672882295
1158,424,4.619466497892024,1,23,2,81196.49536931507
196,60,5.717504051218368,1,19,3,30438.0307878018
1697,351,5.400909730848715,1,23,2,91373.70509717253
1454,145,4.80362691720339,1,6,2,63775.45859744056
964,239,4.1526049083481595,1,14,1,58081.3433175688
1621,502,5.465400367741614,0,23,3,88805.59550582369
1358,241,5.2337695119303635,0,21,1,62288.71170083856
749,535,4.005823435667578,0,24,2,56490.170386608945
131,315,4.01883971194489,0,6,1,26041.66891222396
563,473,5.617585946385388,1,23,2,62762.52738558277
1970,177,4.518799477603707,0,21,2,82316.34259656281
864,287,5.272267335456132,1,22,1,54300.55621703681
758,969,4.908428839530495,1,21,1,82160.11376311326
1989,404,5.726860029043534,0,6,2,83176.8713871935
1596,989,5.833922226204978,0,23,1,105273.96868594532
795,161,5.993615425357708,1,5,1,47418.763199696485
1072,877,4.307368271614494,0,15,2,86800.27128139533
1459,495,5.725928092950951,0,14,3,82936.84776953062
756,392,4.5320427534576035,1,9,1,48019.99712078004
520,194,5.181631749791015,1,20,1,39485.4500906138
1192,114,5.011545667738422,1,9,3,61926.94173177502
445,296,4.035976263144775,1,16,1,49343.88241351541
1605,784,5.865542559812189,1,8,2,104815.86853779489
310,539,4.156654110298437,1,10,1,58155.58678077278
854,874,5.376437838815471,0,23,2,81065.11739467266
983,488,5.570013672416524,0,13,3,65878.88732905558
1329,155,5.5905756980953685,0,16,3,57464.166785479676
1807,230,4.27098903785769,1,19,3,85622.44044907113
954,233,4.895139901015944,1,20,1,58371.48278099324
1299,275,5.65885774086796,0,17,3,62272.52985079433
1126,826,4.60535842075751,0,11,1,86045.48717336396
989,839,4.935497350749327,0,24,1,82885.6376618192
1940,958,4.545587785399691,1,8,1,127162.76879918584
1573,138,4.927102835770649,0,15,3,58854.06168945814
1579,737,5.77567584518576,0,12,3,88944.13158490763
903,579,4.910248462065539,0,10,1,63934.646065298635
1437,420,5.111824034148641,1,14,3,83662.83049077025
1353,985,4.807952566606167,0,11,1,96638.17982393765
642,962,4.9202343664066515,0,11,3,71333.0167961994
763,448,4.030348398092843,1,8,2,54815.33873810964
1231,155,4.5674910199209116,1,7,3,64826.64586642935
681,320,4.873163443483649,1,11,3,52167.157570382755
108,880,5.267593951985457,1,8,3,70244.32663772182
1800,552,4.900103861107784,1,17,1,94673.19521774788
177,728,4.675634086643128,0,24,1,44010.4531543779
785,574,4.776197470688315,0,21,2,49404.83754941169
770,898,4.484586658400933,1,11,2,91580.02603077282
1955,81,5.8489885655481055,1,21,2,85212.24652716372
1188,442,5.043486451581829,1,8,1,65583.2559641189
1282,89,4.0268189077442464,1,15,2,50436.127683058294
575,709,4.038892516839093,0,7,2,56434.062949796775
570,267,5.945923269904084,0,15,3,45659.56683346754
601,780,4.44290178274649,1,7,2,71316.0306730663
286,131,5.611216577628629,1,16,3,34500.02520632676
1354,894,4.116550603121149,1,5,1,104831.20652813093
1432,769,5.842325473389098,1,8,1,92189.82218258156
1274,250,5.748834007333357,0,18,3,57983.8353239799
1831,496,5.142186324869029,1,5,2,97899.02194914121
1351,893,4.017997314566512,1,18,1,99588.03882009178
1308,477,4.515621748046675,0,17,3,68661.84613777886
543,87,4.81364529479693,1,17,1,40283.070034043514
53,260,4.920128233495124,0,19,1,23539.25133167285
715,493,4.595357517124744,1,21,2,68658.56571215444
491,376,4.0658957364910595,1,16,1,48396.436864389274
78,810,5.180254811853084,0,18,3,44425.69075055119
1182,276,5.048309335389511,1,16,2,67437.92796081114
659,97,4.566001270858155,0,22,3,29244.012956882267
1800,67,4.075951935139213,0,8,3,56053.35423885689
854,961,5.989188374443881,0,18,3,83091.0264856092
124,488,4.963972373652812,1,23,2,47410.79992640634
887,856,5.512008483548154,1,17,1,93857.39258051963
1219,757,4.904628070102671,0,22,3,79044.2912472728
177,236,4.086340581725883,1,15,1,36038.43531378529
1926,394,4.619201490171,1,10,1,84795.01394202563
91,273,4.640220282011803,1,13,3,42350.668510936535
1429,879,5.676705808098032,0,16,1,89755.12375315928
90,537,5.308459955999749,0,23,2,36830.07379212108
983,958,4.550859807278946,1,18,2,93855.33415432417
83,926,5.935479909318172,0,19,1,59452.534427621766
1090,898,4.643083664795743,1,15,1,86169.17478512181
1750,278,5.996468051657441,1,10,2,83511.20810399196
1226,439,5.992327386340526,1,18,1,72319.59181698429
1047,638,4.382421035493484,0,7,1,79191.44976901064
1451,237,4.6254822323768,0,23,1,56567.849340054796
637,907,4.972088396969308,1,24,1,68435.72375800353
1672,319,5.328201342295782,0,15,3,84747.07760631767
1702,656,5.056094898007599,1,21,1,102944.74297457204
1947,359,5.938882938264514,0,21,2,81492.56704122025
391,181,5.4479783284713825,0,7,3,30042.937324063372
76,600,4.424089698765949,0,18,3,38287.07506255762
1898,121,4.210195100427277,1,11,2,70410.10887319675
1360,842,5.376802581418714,1,23,1,99067.0283712714
695,894,4.316904880361526,1,7,3,83551.27613279036
780,721,5.575353680671508,0,6,3,70534.41189726836
217,236,4.622073334520674,1,21,1,29856.059198410574
659,535,4.6537865261112135,1,13,1,58273.25759451777
317,240,4.021596784779024,1,10,2,36637.96596438907
1822,471,5.402022534190081,1,13,3,93306.77603399307
870,169,4.226539506129372,0,9,1,45247.08519258833
504,269,5.545761154927036,0,6,1,38188.49358946716
955,102,4.983735643834414,1,19,2,49562.44333323671
1758,783,5.568559629909139,0,13,3,104647.19795944827
1474,500,5.167853078395483,0,23,1,69912.49186427088
971,461,4.164866544037982,0,14,2,57355.673359086526
1030,692,5.531304673410366,0,8,3,82383.54243428346
1549,286,4.1395989697895,0,14,3,73469.17053907101
751,807,4.9574034411386645,1,12,3,84004.11265147683
683,787,4.344698428289926,0,17,3,67919.61104357481
1631,769,5.50467035595577,1,11,2,105022.64602390512
1649,455,5.823182455612253,1,11,1,80889.65073348873
179,657,5.108252326716548,1,8,3,55957.18952814275
1069,471,5.054294588598361,0,19,3,67927.30260280016
1895,761,5.527926392651236,0,16,1,101131.85627491646
1436,296,4.010157625951455,0,20,3,67753.00488968975
1778,121,5.835517285270321,0,10,3,66035.77497888154
868,879,4.394897634182263,1,13,1,80948.71088330174
742,234,5.968237767652474,1,7,1,44647.992739794914
1365,55,5.472507895920924,1,12,3,62376.85326863262
1444,255,5.548502295401342,0,11,1,65615.46906413109
843,593,5.312405960747213,1,8,2,68103.5345016627
78,660,4.943326365570321,1,17,2,53715.468991459755
198,955,5.1432553867223305,1,23,3,74639.02449623308
1852,436,4.0928057720302515,0,11,3,91157.05246574065
1369,817,5.247919018864028,1,14,1,98010.8690583662
60,748,5.252196203974093,1,16,1,47986.851210829715
1585,125,5.782401594803619,0,7,3,74015.58702480273
725,226,5.011312714860439,1,16,3,58014.10998862094
1186,876,4.154288748172122,0,23,2,90173.0989788276
236,848,4.612391840964163,1,19,1,62808.71189890478
856,398,5.311258824228635,0,12,3,53840.97954736419
793,304,4.478517725502928,0,16,3,41717.319673379156
1300,886,4.561055643710802,0,24,1,88311.8615157466
1383,751,5.6409380327217065,1,10,1,95738.95151448956
147,357,5.168639463525418,1,14,3,42118.26927952047
104,394,5.017054863547145,0,6,3,40691.31156990657
672,176,4.636903933611609,0,17,3,42333.38564434796
713,986,5.461856071866067,0,11,1,81388.94147867463
807,336,4.575436868980058,0,12,3,53198.54691507243
455,815,5.47412703528835,0,20,3,65950.25831644499
118,774,4.140202960534884,0,15,3,54084.16892467718
1385,811,5.729082683164167,0,8,2,79843.91596492636
1362,645,4.999132926751866,0,21,2,80407.72035265644
1835,536,4.87701603339794,0,20,1,81299.66175320142
1621,432,5.222046823083849,0,23,3,75241.28305830409
800,455,5.24838414579254,0,15,3,62842.30600002216
1221,437,4.264070353779991,0,11,1,58329.325234015465
1540,574,5.512467179632426,1,17,1,84737.94992946628
1812,606,4.551856595900126,0,23,1,93183.82624359094
1317,688,5.809923760339828,1,21,3,94571.56594420054
1564,987,5.635701326829665,1,17,2,117019.17292323781
1922,675,4.692532083069497,1,16,1,116135.79281208159
1007,994,5.615478586401429,0,11,3,92681.53277128597
1580,325,4.712780998599809,1,5,1,70753.34095354314
414,549,4.201895363272081,0,5,3,53135.43344786453
531,766,5.9237764774514154,1,24,1,70492.26799038441
250,386,5.30520403043088,0,18,3,38092.328147115266
203,999,4.912199053325184,0,19,1,54129.046721366656
1523,981,4.7955467030620795,1,15,2,115154.03072416858
1574,530,4.649410668516528,1,13,1,82837.33161682927
122,946,5.962895190858259,0,21,1,60712.69431610555
762,960,4.269494530261815,1,8,2,84180.42324187925
345,322,4.629610117841136,0,24,1,36775.62685220635
1090,969,4.970995280565327,0,23,2,83460.22201325677
1714,107,4.955999090108623,0,11,3,58544.158411570854
1290,377,4.942732968815687,1,5,2,71814.42541087265
110,780,4.351567631660764,0,13,2,51107.38232480803
988,158,4.2898650542190015,0,17,3,41659.1435143771
1689,328,4.50953517265724,0,6,2,74943.92125659244
91,735,5.829052307604112,0,6,2,51366.55710125401
74,377,4.22610593566902,1,19,3,34465.02280567086
1112,825,5.514850206746649,1,21,1,92494.29508596117
1876,364,5.515096786266742,1,17,1,93636.46822765177
180,523,5.619540807794524,1,11,2,48495.37599049107
1571,160,5.773230977978711,0,13,1,60904.19668256004
1302,748,4.5260723550778605,0,16,1,75278.55850210096
157,830,4.449118938537793,0,7,2,55321.83922448061
221,984,4.931011333054959,0,19,3,66501.57102686123
1508,278,4.530178337504072,0,11,1,65258.42165722789
1551,546,5.468619977966215,0,5,2,91387.6832419069
151,205,5.2718791534828675,1,18,3,34182.61169577796
915,522,5.7499753761053025,0,23,1,62338.25795315981
573,750,4.165476606974143,0,20,3,71213.29902277085
324,321,5.830166666716149,0,14,2,33843.613558157354
1686,936,4.586697253340179,1,5,3,112590.46173698921
1117,51,4.981388691853968,0,9,3,47442.58644286396
866,807,4.877222871879288,0,7,2,70043.57486239087
1006,771,5.520623302208848,0,21,1,81587.01276255627
1090,560,4.840666618863685,1,22,1,79893.92955470932
379,962,5.887106291298819,0,23,3,66408.24646677384
1642,335,5.805067765277151,0,22,3,70876.644081445
1896,920,5.744322303939013,1,20,3,124533.90465147191
1570,62,4.142516665296456,0,6,3,60148.75005167346
1888,657,5.708516123107879,1,19,1,100020.50898941368
61,547,5.563270890886421,0,17,2,41590.35568524104
1391,782,4.207025894012262,1,17,2,101959.76576351884
1665,287,4.214828650872444,0,20,2,74115.22839531266
265,143,4.202327623035083,0,12,3,28190.203426065014
388,387,4.022665186408975,1,15,3,45552.7647036074
1849,830,5.097268610389167,0,12,2,100061.45785464396
710,220,5.946788582872086,0,14,1,37374.748704480626
1154,655,4.8773694057995876,1,5,2,81136.47175574074
1800,710,5.0815150037747125,0,16,1,98151.55876201899
1558,673,5.935939593539911,1,13,3,104685.551884331
423,616,4.510364457548461,0,9,2,47127.7461504558
1025,898,5.716940505196526,1,13,2,89469.45019620852
759,985,5.092780934423472,0,20,3,86840.38004241553
1273,516,5.1389530293260215,0,22,1,65849.52861544806
1610,677,4.686347714414567,1,12,2,98265.38944967592
515,192,5.1231687219338164,0,15,2,28062.18182907317
1162,250,4.146285018956568,1,24,1,60873.849484415696
1341,229,5.529287145228224,1,23,2,63212.741497309995
1728,763,4.569375523088543,1,8,2,113485.56355962958
1644,413,5.77521665898791,0,24,3,86319.15256644636
1995,528,4.735701389214917,0,14,1,87982.6664053514
538,614,4.285648220973766,0,17,2,56998.12289113315
1950,520,5.39176314873697,1,24,2,96417.29140381547
1611,433,4.329156289427006,1,18,3,93053.36876310498
96,741,5.507361031085981,1,6,2,52863.555024645895
1361,975,5.936224472812233,0,8,3,105435.99379319474
827,466,5.5591057375905235,1,11,2,68544.3601560519
1089,874,4.04489849686265,0,23,3,84864.70131509726
760,357,5.199771576105549,0,21,1,45308.90242040167
450,698,5.390821341939448,0,20,1,55817.83902717496
1992,743,5.650916651592571,0,17,2,100815.85293983304
1867,416,4.112004617878,0,22,2,90690.54952355319
1030,50,4.960215655904573,0,16,3,45010.0205887416
1159,93,5.070741745276789,0,5,3,53277.18452444729
299,788,4.338249725288356,0,19,1,42191.02549136621
440,892,4.644899619421299,1,7,2,74902.84440394206
1855,147,4.88044345251233,0,10,3,73680.54476310012
384,769,5.666419375915603,0,18,1,56585.911785156444
678,314,5.858815132140414,1,10,1,52081.918453870116
1592,849,5.2568456578353455,1,5,3,107732.76045397042
186,832,4.789890372042924,1,24,2,77261.7864606526
932,189,4.5080620355979715,1,10,1,53880.320479693415
737,530,5.964270368872301,0,12,3,59404.50318615725
1913,286,5.966039996152717,1,19,1,93255.87862810439
1571,953,5.849953896470069,1,18,2,110709.7183860749
876,121,5.571338299755638,1,20,3,46676.7549114147
776,716,4.651559087491236,1,24,2,82341.67607793341
1550,239,5.634000966995261,0,20,2,65599.46041172884
643,317,4.817586034542345,1,23,1,58652.41089579748
1296,370,4.65354619631009,1,5,2,80696.8272985824
1039,156,5.489730716932559,1,8,1,42901.63441400142
421,281,4.159307855240845,1,14,3,46521.3236078123
984,91,4.097125446591323,0,24,3,49901.595128197936
1044,751,4.895907394362371,1,22,1,76741.65969886137
451,932,4.891277601644324,1,6,1,77005.93676317422
1516,188,5.79128830612767,1,8,1,73865.13112139341
1563,664,4.252306192575634,0,19,2,87842.3196130434
664,732,4.246567854904826,1,8,3,75205.56673611063
1346,912,4.2949052009498025,1,20,3,112119.02314135648
1599,322,4.059472522589205,0,19,2,64527.09712698646
1232,530,4.143463475629817,1,22,1,83887.28153772546
1225,465,5.3197397336580785,0,11,3,72056.25067335308
1044,555,4.863168658235018,0,19,2,73910.17449398094
